LINE,SBWY_STNS_OTSD_CD,SBWY_STNS_CD,SBWY_STNS_NM,UPLN_DNLN,PLF_PSTN,TRN_PLF_INTVL,HGT_DIFF,PLF_LNR,collected_at
4호선,427,0427,숙대입구,상선,본선 진접 방면 8-1,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 8-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 8-3,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 8-4,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 9-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 9-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 9-3,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 9-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 10-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 10-2,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 10-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,상선,본선 진접 방면 10-4,좁음,보통,곡선,2026-08-07T05:49:10Z
4호선,427,0427,숙대입구,상선,본선 진접 방면 10-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 1-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 1-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 1-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 1-4,보통,낮음,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 2-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 2-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 2-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 2-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 3-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 3-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 3-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 3-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 4-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 4-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 4-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 4-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 5-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 5-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 5-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 5-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 6-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 6-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 6-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 6-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 7-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 7-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 7-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 7-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 8-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 8-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 8-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 8-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 9-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 9-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 9-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 9-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 10-1,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 10-2,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 10-3,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,432,0432,총신대입구,하선,본선 오이도 방면 10-4,보통,보통,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 1-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 1-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 1-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 1-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 2-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 2-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 2-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 2-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 3-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 3-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 3-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 3-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 4-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 4-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 4-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 4-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 5-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 5-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 5-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 5-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 6-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 6-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 6-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 6-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 7-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 7-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 7-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 7-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 8-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 8-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 8-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 8-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 9-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 9-2,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 9-3,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 9-4,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,상선,본선 진접 방면 10-3,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,433,0433,사당,상선,본선 진접 방면 10-1,좁음,낮음,곡선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,상선,본선 진접 방면 10-4,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 1-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 1-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 1-3,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 1-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 2-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 2-2,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 2-3,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 2-4,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 3-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 3-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 3-3,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 3-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 4-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 4-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 4-3,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 4-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 5-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 5-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 5-3,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 5-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 6-1,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 6-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 6-3,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 6-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 7-1,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 7-2,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 7-3,좁음,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 7-4,보통,낮음,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 8-1,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 8-2,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 8-3,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 8-4,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 9-1,보통,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 9-2,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 9-3,보통,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 9-4,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 10-1,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 10-2,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 10-3,좁음,보통,직선,2026-08-07T05:49:10Z
4호선,434,0434,남태령,하선,본선 오이도 방면 10-4,보통,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 1-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 1-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 1-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 1-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 2-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 2-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 2-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 2-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 3-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 3-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 3-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 3-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 4-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 4-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 4-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 4-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 5-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 5-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 5-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 5-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 6-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 6-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 6-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 6-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 7-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 7-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 7-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 7-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 8-1,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 8-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 8-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,본선 방화 방면 8-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 1-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 1-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 1-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 1-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 2-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 2-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 2-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 2-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 3-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 3-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 3-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 3-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 4-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 4-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 4-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 4-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 5-1,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 5-2,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 5-3,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 5-4,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 6-1,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 6-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 6-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 6-4,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 7-1,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 7-2,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 7-3,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 7-4,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 8-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 8-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 8-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,본선 강동 방면 8-4,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 1-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 1-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 1-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 1-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 2-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 2-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 2-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 2-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 3-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 3-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 3-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 3-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 4-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 4-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 4-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 4-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 5-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 5-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 5-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 5-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 6-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 6-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 6-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 6-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 7-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 7-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 7-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 7-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 8-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 8-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 8-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,상선,중선 방화 방면 8-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 1-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 1-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 1-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 1-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 2-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 2-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 2-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 2-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 3-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 3-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 3-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 3-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 4-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 4-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 4-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 4-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 5-1,좁음,낮음,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 5-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 5-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 5-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 6-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 6-2,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 6-3,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 6-4,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 7-1,좁음,보통,직선,2026-08-07T05:49:10Z
5호선,510,2511,방화,하선,중선 마천 방면 7-2,좁음,보통,직선,2026-08-07T05:49:10Z
